自治体,タイトル,URL,取得日
埼玉県,【募集終了】令和5年度情報メディアを活用した埼玉移住魅力発信業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0106/sumunarasaitama/ijupromo/r5gyoumu_itaku_kikakuteian.html,2026-05-02
埼玉県,【募集終了】令和5年度埼玉移住ガイドブック作成業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0106/sumunarasaitama/ijupromo/r5gyoumu_itaku_guide.html,2026-05-02
埼玉県,令和4年度「住むなら埼玉」移住総合支援事業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0106/sumunarasaitama/ijupromo/r4gyoumu_itaku_kikakuteian.html,2026-05-02
埼玉県,令和4年度埼玉県移住就業支援マッチングシステム開設・運営事業業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0106/sumunarasaitama/ijushugyo-matching-system/r4competition.html,2026-05-02
埼玉県,令和3年度「住むなら埼玉」移住総合支援事業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0106/sumunarasaitama/ijupromo/gyoumu_itaku_kikakuteian.html,2026-05-02
埼玉県,【募集終了】スマホデビューした高齢者向けステップアップ講座業務委託企画提案競技について,https://www.pref.saitama.lg.jp/b0110/chiikishinkou/stepupkouza.html,2026-05-02
埼玉県,次期健康増進事業歩数管理アプリコールセンター業務に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0704/kenkochoju/kikakuteiann-callcenter.html,2026-05-02
埼玉県,【募集終了】埼玉県次期健康増進事業 栄養・総合管理アプリ構築・サービス提供業務に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0704/eiyou-sougou.html,2026-05-02
埼玉県,【募集終了】「（仮称）渋沢栄一起業家サロン」活用促進事業業務委託の企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0803/sspj/saron/katuyousokusinr5.html,2026-05-02
埼玉県,【募集終了】埼玉県議会議員控室接遇業務及び議事堂警備業務委託に関する公募型プロポーザルについて,https://www.pref.saitama.lg.jp/f1603/setuguu/r50714.html,2026-05-02
埼玉県,【募集終了】観光関連事業者の新たなチャンスを生み出すネットワーク強化業務委託企画提案競技について,https://www.pref.saitama.lg.jp/a0806/kyouka/kyouka.html,2026-05-02
埼玉県,【募集終了】デジタルライブラリーの先進事例調査に係る業務委託企画提案競技について,https://www.pref.saitama.lg.jp/f2215/toshokan/digital-library-advanced-case-study.html,2026-05-02
埼玉県,埼玉県オープンデータカタログシステム再構築等業務に係る企画提案競技,https://www.pref.saitama.lg.jp/a0104/dx/20230704_koubo.html,2026-05-02
埼玉県,「令和5年度埼玉県児童相談所第三者評価業務委託」に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0608/gyakutai-taiou/r5_daisansya2.html,2026-05-02
埼玉県,埼玉県プラスチック循環利用モデル促進事業支援業務委託の公募プロポーザルについて,https://www.pref.saitama.lg.jp/a0507/0703-2.html,2026-05-02
埼玉県,「官民連携・共創による緑の保全・活用」企画提案等業務委託の公募型プロポーザルの実施について,https://www.pref.saitama.lg.jp/a0508/hozen-sousyutukoubopuropo-zaru.html,2026-05-02
埼玉県,【募集終了】第44回九都県市合同防災訓練（埼玉県会場）撮影・配信等業務委託公募型プロポーザルの実施について,https://www.pref.saitama.lg.jp/a0402/44kunrenpuropo.html,2026-05-02
埼玉県,【募集終了】埼玉県知事選挙における啓発物のデザイン及び啓発動画等の制作業務の企画提案競技の実施について,https://www.pref.saitama.lg.jp/e1701/nyusatu.html,2026-05-02
埼玉県,第9期埼玉県高齢者支援計画策定支援業務委託企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0603/keikakukikakuteian.html,2026-05-02
埼玉県,【募集終了】令和5年度商店街課題解決実践研修（伴走人材育成）事業業務委託に係る企画提案募集について,https://www.pref.saitama.lg.jp/a0802/shoutengai/jinzaiikusei.html,2026-05-02
埼玉県,埼玉バーチャル観光大使ARスタンプラリー業務企画提案競技について,https://www.pref.saitama.lg.jp/a0806/vtuber/stamp.html,2026-05-02
埼玉県,（募集終了）令和5年度SAITAMAリバーサポーターズプロジェクト事業支援業務委託の企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0505/river-supporters.html,2026-05-02
埼玉県,令和5年度「空き家コーディネーター」業務委託の簡易公募型プロポーザルについて（終了しました）,https://www.pref.saitama.lg.jp/a1106/akiya/r5_akiyacoordinator.html,2026-05-02
埼玉県,令和5年度埼玉県県庁舎再整備検討支援事業業務の公募型プロポーザルについて,https://www.pref.saitama.lg.jp/a0205/kinoukentou/kinoukentour5.html,2026-05-02
埼玉県,埼玉版スーパー・シティプロジェクト市町村と企業等のマッチング強化業務委託に関する公募型プロポーザルの実施について,https://www.pref.saitama.lg.jp/a0503/r5sscp-matching.html,2026-05-02
埼玉県,【募集終了】令和5年度地域福祉活動者向け研修事業業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0609/carer/chiikihkusikatsudousyamukekensyu.html,2026-05-02
埼玉県,令和５年度バーチャル埼玉フェスティバル運営等に関する業務における企画提案競技について,https://www.pref.saitama.lg.jp/a0301/virtual_saitama_festival.html,2026-05-02
埼玉県,【募集終了】データ連携検討支援業務委託 企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0206/20230406_proposal_data_renkei.html,2026-05-02
埼玉県,令和５年度埼玉バーチャル観光大使動画制作等業務企画提案競技について,https://www.pref.saitama.lg.jp/a0806/vtuber/movies.html,2026-05-02
埼玉県,「県内中小企業のためのデジタル人材育成事業業務委託」企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0811/dizitaljinzai/r5dizitalkikakuteian.html,2026-05-02
埼玉県,「（仮称）渋沢栄一起業家サロン」機能等検討調査業務委託の企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0803/sspj/saron/chousaitakur5.html,2026-05-02
埼玉県,価格転嫁の実効性確保に向けた働き掛け業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0801/kakakutenka-koukoku.html,2026-05-02
埼玉県,ガソリン給油用カード発行業務の企画提案競技の実施について,https://www.pref.saitama.lg.jp/a1201/creditcard/20221107.html,2026-05-02
埼玉県,埼玉県医療安全啓発デザイン・印刷業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0703/bouryokuharasumentoposter.html,2026-05-02
埼玉県,共助の担い手養成事業 若者の地域社会活動への参加促進業務委託企画提案競技の実施について（終了しました）,https://www.pref.saitama.lg.jp/a0302/2022_ninaiteyousei-gyoumuitaku.html,2026-05-02
埼玉県,（募集終了）SAITAMAリバーサポーターズプロジェクト事業支援業務委託の企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0505/proposal.html,2026-05-02
さいたま市,【最優秀提案者を決定しました】さいたま市立病院広告付きデジタルサイネージ設置事業　企画提案書の募集（公募型プロポーザル）について,https://www.city.saitama.lg.jp/005/001/017/012/p127654.html,2026-05-02
さいたま市,【最優秀提案者を決定しました】さいたま市立病院入院セットレンタル運営　企画提案書の募集（公募型プロポーザル）について,https://www.city.saitama.lg.jp/005/001/017/012/p125377.html,2026-05-02
さいたま市,【質問に対する回答を追加しました】盆栽春まつり開催事業業務について【公募型プロポーザル（企画提案）方式の実施】,https://www.city.saitama.lg.jp/005/001/017/012/p128133.html,2026-05-02
さいたま市,【最優秀提案者が決定しました】さいたま市新庁舎整備基本設計業務　技術提案書の募集（公募型プロポーザル）について,https://www.city.saitama.lg.jp/006/007/002/022/001/004/p115199.html,2026-05-02
川口市,川口市電力地産地消事業の公募型プロポーザルを行います,https://www.city.kawaguchi.lg.jp/jigyoshamuke/nyusatsu_keiyakujoho/puropokikaku/51415.html,2026-05-02
川口市,土地公図・家屋配置図管理システム入替業務委託に係る公募型プロポーザルの実施について,https://www.city.kawaguchi.lg.jp/jigyoshamuke/nyusatsu_keiyakujoho/puropokikaku/51207.html,2026-05-02
川口市,登記履歴管理システム構築等業務委託に係る公募型プロポーザルの実施について,https://www.city.kawaguchi.lg.jp/jigyoshamuke/nyusatsu_keiyakujoho/puropokikaku/50520.html,2026-05-02
川口市,川口駅周辺在り方検討調査委託に係る公募型プロポーザルの参加事業者募集について,https://www.city.kawaguchi.lg.jp/jigyoshamuke/nyusatsu_keiyakujoho/puropokikaku/50515.html,2026-05-02
川口市,朝日環境センター施設整備基本設計業務委託の公募型プロポーザルを行います,https://www.city.kawaguchi.lg.jp/jigyoshamuke/nyusatsu_keiyakujoho/puropokikaku/50349.html,2026-05-02
川口市,グリーンインフラの活用に関するワークショップ支援業務委託に係る公募型プロポーザルの実施について,https://www.city.kawaguchi.lg.jp/jigyoshamuke/nyusatsu_keiyakujoho/puropokikaku/48712.html,2026-05-02
川口市,UR川口並木町跡地を利用する事業者選定公募型プロポーザルについて,https://www.city.kawaguchi.lg.jp/jigyoshamuke/nyusatsu_keiyakujoho/puropokikaku/48663.html,2026-05-02
川口市,朝日環境センター施設整備基本計画策定業務及び環境影響評価業務委託の公募型プロポーザルを行います,https://www.city.kawaguchi.lg.jp/jigyoshamuke/nyusatsu_keiyakujoho/puropokikaku/44459.html,2026-05-02
川口市,川口市企業ガイド作成委託公募型プロポーザルについて,https://www.city.kawaguchi.lg.jp/jigyoshamuke/nyusatsu_keiyakujoho/puropokikaku/41408.html,2026-05-02
川越市,プロポーザル案件,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/index.html,2026-05-02
川越市,川越市物価高騰対応デジタルギフト支給事業業務委託に係る公募型プロポーザルの選考結果,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1017300/1020434.html,2026-05-02
川越市,川越市学校関連施設LED照明器具賃貸借事業に係る公募型プロポーザルの選考結果,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1017300/1020356.html,2026-05-02
川越市,川越市物価高騰対応デジタルギフト支給事業業務委託に係る公募型プロポーザルの質問回答,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1017300/1020346.html,2026-05-02
川越市,（受付終了）川越市物価高騰対応デジタルギフト支給事業業務委託に係る公募型プロポーザルの実施,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1017300/1020223.html,2026-05-02
川越市,川越市学校関連施設LED照明器具賃貸借事業に係る公募型プロポーザルの質問回答,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1017300/1019608.html,2026-05-02
川越市,川越市生活困窮者学習・生活支援事業、川越市ひとり親家庭等学習支援事業等業務委託に係る公募型プロポーザルの選考結果,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1017300/1019559.html,2026-05-02
川越市,（受付終了）川越市学校関連施設LED照明器具賃貸借事業に係る公募型プロポーザルの実施について,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1017300/1019427.html,2026-05-02
川越市,（終了しました）川越市病児・病後児保育予約システム構築・導入業務及び運用・保守業務に関する公募型プロポーザルの実施,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1017300/1019278.html,2026-05-02
川越市,（受付終了）川越市生活困窮者学習・生活支援事業、川越市ひとり親家庭等学習支援事業業務委託に係る公募型プロポーザルの実施,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1017300/1019259.html,2026-05-02
川越市,川越市生活困窮者学習・生活支援事業、川越市ひとり親家庭等学習支援事業業務委託に係る公募型プロポーザルの質問回答,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1017300/1019345.html,2026-05-02
川越市,（受付終了）川越市障害者相談支援事業業務委託に係る公募型プロポーザルの実施,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1017300/1019261.html,2026-05-02
川越市,川越市障害者相談支援事業業務委託に係る公募型プロポーザルの質問回答,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1017300/1019433.html,2026-05-02
川越市,川越市障害者相談支援事業業務委託に係る公募型プロポーザルの審査結果,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1017300/1019694.html,2026-05-02
川越市,川越市庁舎整備基本構想等策定支援業務委託に係る公募型プロポーザルの選考結果,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1017300/1019248.html,2026-05-02
川越市,川越市広告付き番号案内表示等システム設置事業者選定に係る公募型プロポーザルの審査結果,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1017300/1019164.html,2026-05-02
川越市,第10期川越市介護保険事業計画等策定支援業務委託に係る公募型プロポーザルの選定結果,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1017300/1018860.html,2026-05-02
川越市,川越市下水道事業100周年記念誌作成・印刷業務委託に係る公募型プロポーザルの審査結果,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1017300/1018856.html,2026-05-02
川越市,第10期川越市介護保険事業計画等策定支援業務委託に係る公募型プロポーザルの質問回答,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1017300/1018562.html,2026-05-02
川越市,（受付終了）川越市下水道事業100周年記念誌作成・印刷業務委託に係る公募型プロポーザルの実施,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1017300/1018362.html,2026-05-02
川越市,（受付終了）川越市総合交通計画策定調査業務委託に係る公募型プロポーザルの実施,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1017300/1018224.html,2026-05-02
川越市,川越市総合交通計画策定調査業務委託に係る公募型プロポーザルの審査結果,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1017300/1018787.html,2026-05-02
川越市,川越市総合交通計画策定調査業務委託に係る公募型プロポーザルの質問回答,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1017300/1018422.html,2026-05-02
川越市,川越市立図書館システム更新に係る公募型プロポーザルの審査結果について,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1017300/1018146.html,2026-05-02
川越市,第三次川越市観光振興計画策定支援業務委託に係る公募型プロポーザルの審査結果,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1017300/1017933.html,2026-05-02
川越市,企業誘致に向けた経済波及効果等調査業務委託に係る公募型プロポーザルの審査結果,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1017300/1017937.html,2026-05-02
川越市,（受付終了）川越市立図書館システム更新に係る公募型プロポーザルの実施について,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1017300/1017844.html,2026-05-02
川越市,（受付終了）第10期川越市介護保険事業計画等策定支援業務委託に係る公募型プロポーザルの実施,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1017300/1017531.html,2026-05-02
川越市,川越市通所型サービス・活動C事業業務委託に係る公募型プロポーザルの審査結果について,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1017300/1017907.html,2026-05-02
川越市,第三次川越市観光振興計画策定支援業務委託に係る公募型プロポーザルの質問回答,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1017300/1017525.html,2026-05-02
川越市,第三次川越市観光振興計画策定支援業務委託　公募型プロポーザルの実施,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1017300/1017506.html,2026-05-02
川越市,（受付終了）川越市庁舎整備基本構想等策定支援業務委託に係る公募型プロポーザルの実施,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1017300/1018693.html,2026-05-02
川越市,川越市庁舎整備基本構想等策定支援業務委託に係る公募型プロポーザルの質問回答,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1017300/1018983.html,2026-05-02
川越市,企業誘致に向けた経済波及効果等調査業務委託に係る公募型プロポーザルの実施,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1017300/1017492.html,2026-05-02
川越市,（受付終了）次期川越市障害者支援計画策定業務委託に係る公募型プロポーザルの実施,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1017300/1017302.html,2026-05-02
川越市,次期川越市障害者支援計画策定業務委託に係る公募型プロポーザルの選定結果,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1017300/1017304.html,2026-05-02
川越市,次期川越市障害者支援計画策定業務委託に係る公募型プロポーザルの質問回答,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1017300/1017305.html,2026-05-02
川越市,令和8年度　プロポーザル案件,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1020963/index.html,2026-05-02
川越市,令和6年度　プロポーザル案件,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1011777/index.html,2026-05-02
川越市,令和5年度　プロポーザル案件,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1011796/index.html,2026-05-02
川越市,令和4年度　プロポーザル案件,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1011824/index.html,2026-05-02
川越市,令和3年度　プロポーザル案件,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1011845/index.html,2026-05-02
川越市,令和2年度　プロポーザル案件,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1011849/index.html,2026-05-02
川越市,令和元年度　プロポーザル案件,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1011861/index.html,2026-05-02
川越市,平成30年度　プロポーザル案件,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1011872/index.html,2026-05-02
川越市,平成29年度　プロポーザル案件,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1011881/index.html,2026-05-02
川越市,平成28年度　プロポーザル案件,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1011905/index.html,2026-05-02
川越市,過去のプロポーザル案件,https://www.city.kawagoe.saitama.jp/sangyo/nyusatsu/1011749/1011776/1011921/index.html,2026-05-02
越谷市,一般競争入札・プロポーザル情報,https://www.city.koshigaya.saitama.jp/kurashi_shisei/jigyosha/nyusatukeiyaku/ippankyoso/index.html,2026-05-02
越谷市,越谷市営住宅再整備事業アドバイザリー業務委託に係る公募型プロポーザル参加事業者を募集します,https://www.city.koshigaya.saitama.jp/kurashi_shisei/kurashi/sumai/akiya/advisory.html,2026-05-02
越谷市,越谷市中小企業振興計画策定支援業務委託に係る公募型プロポーザル参加事業者を募集します,https://www.city.koshigaya.saitama.jp/kurashi_shisei/jigyosha/koukokubosyuu/tyuusyoukigyoushinkokeikaku.html,2026-05-02
越谷市,越谷市RPA導入・移行支援及び運用サポート業務委託公募型プロポーザル参加事業者の募集について,https://www.city.koshigaya.saitama.jp/kurashi_shisei/jigyosha/dejitaru/dejitaru_rpa-proposal.html,2026-05-02
越谷市,償却資産調査支援等業務委託に係る公募型プロポーザル参加事業者を募集します。,https://www.city.koshigaya.saitama.jp/kurashi_shisei/jigyosha/nyusatukeiyaku/proposal/seisanseikakumei.html,2026-05-02
越谷市,創業トライアル事業委託に係る公募型プロポーザル参加事業者を募集します（終了しました）,https://www.city.koshigaya.saitama.jp/kurashi_shisei/jigyosha/koukokubosyuu/sogyo_trial.html,2026-05-02
越谷市,戸籍システム及びコンビニ交付システム構築及び運用保守業務委託に係る公募型プロポーザル参加事業者を募集します（終了しました）,https://www.city.koshigaya.saitama.jp/kurashi_shisei/jigyosha/koukokubosyuu/oshirase/kosekiconvenienceproposal.html,2026-05-02
越谷市,令和８年度越谷市ふるさと寄附金事業委託に係る公募型プロポーザル参加事業者を募集します（終了しました）,https://www.city.koshigaya.saitama.jp/kurashi_shisei/jigyosha/koukokubosyuu/furusator8.html,2026-05-02
越谷市,映像コンテンツ制作等委託に係る公募型プロポーザル参加事業者を募集します,https://www.city.koshigaya.saitama.jp/kurashi_shisei/jigyosha/koukokubosyuu/eizou-content.html,2026-05-02
越谷市,【終了しました】鳥獣・害虫被害対策ガイドブック官民共同発行事業に係る公募型プロポーザル参加事業者を募集します,https://www.city.koshigaya.saitama.jp/kurashi_shisei/jigyosha/koukokubosyuu/oshirase/gaicyuu.html,2026-05-02
越谷市,越谷市修正地域参画総量指標（ｍ－ＧＡＰ）等調査事業業務委託に係る公募型プロポーザル参加事業者を募集します（終了しました）,https://www.city.koshigaya.saitama.jp/kurashi_shisei/jigyosha/koukokubosyuu/mgap-chousa.html,2026-05-02
越谷市,越谷市ブランドメッセージプロモーションコンテンツ制作事業業務委託に係る公募型プロポーザル参加事業者を募集します(終了しました),https://www.city.koshigaya.saitama.jp/kurashi_shisei/jigyosha/koukokubosyuu/brandmessage_promotion-contents.html,2026-05-02
越谷市,越谷市地域魅力創造事業業務委託に係る公募型プロポーザル参加事業者を募集します(終了しました),https://www.city.koshigaya.saitama.jp/kurashi_shisei/jigyosha/koukokubosyuu/chiikimiryokusouzou-proposal.html,2026-05-02
越谷市,令和7年度Made in KOSHIGAYA事業委託に係る公募型プロポーザル参加事業者を募集します（終了しました）,https://www.city.koshigaya.saitama.jp/kurashi_shisei/jigyosha/koukokubosyuu/made_in7.html,2026-05-02
越谷市,越谷市データ連携基盤構築および運用業務に係る公募型プロポーザル参加事業者を募集します,https://www.city.koshigaya.saitama.jp/kurashi_shisei/jigyosha/dejitaru/dejitaru_date-linkage-platform.html,2026-05-02
越谷市,水辺deトライアル事業委託に係る公募型プロポーザル参加事業者を募集します（終了しました）,https://www.city.koshigaya.saitama.jp/kurashi_shisei/jigyosha/koukokubosyuu/mizube_trial.html,2026-05-02
越谷市,就学事務システム導入・運用保守業務委託に係る公募型プロポーザル参加事業者を募集します（終了しました）,https://www.city.koshigaya.saitama.jp/kurashi_shisei/jigyosha/koukokubosyuu/syugaku_system.html,2026-05-02
越谷市,令和7年度 企業版ふるさと納税PR等支援業務委託に係る公募型プロポーザル参加事業者を募集します（終了しました）,https://www.city.koshigaya.saitama.jp/kurashi_shisei/jigyosha/koukokubosyuu/kigyoubann_hurusato.html,2026-05-02
越谷市,第２次越谷市多文化共生推進プラン策定業務委託に係るプロポーザル参加事業者を募 集します（終了しました）,https://www.city.koshigaya.saitama.jp/kurashi_shisei/jigyosha/koukokubosyuu/oshirase/tabunka_koubo.html,2026-05-02
越谷市,融資斡旋システム構築・運用保守業務委託に係る公募型プロポーザル参加事業者を募集します,https://www.city.koshigaya.saitama.jp/kurashi_shisei/jigyosha/koukokubosyuu/yushi_assen.html,2026-05-02
越谷市,デジタル採点システム使用契約に係る公募型プロポーザル参加者を募集します,https://www.city.koshigaya.saitama.jp/kurashi_shisei/jigyosha/koukokubosyuu/oshirase/files/dejitarusaitensisutemu.html,2026-05-02
越谷市,テレビ広報番組制作委託に係る公募型プロポーザル参加事業者を募集します(終了しました),https://www.city.koshigaya.saitama.jp/kurashi_shisei/jigyosha/koukokubosyuu/tvbangumi2025_koubo.html,2026-05-02
越谷市,越谷市ブランドプロモーション業務委託に係る公募型プロポーザル参加事業者を募集します（終了しました),https://www.city.koshigaya.saitama.jp/kurashi_shisei/jigyosha/koukokubosyuu/brandpromotion_koubo.html,2026-05-02
越谷市,令和6年度水辺の創業まちづくり事業委託に係る公募型プロポーザル参加事業者を募集します（終了しました）,https://www.city.koshigaya.saitama.jp/kurashi_shisei/jigyosha/koukokubosyuu/mizube_sogyo.html,2026-05-02
越谷市,越谷市生成AIサービス提供等業務公募型プロポーザル参加事業者の募集について,https://www.city.koshigaya.saitama.jp/kurashi_shisei/jigyosha/dejitaru/dejitaru_generation-ai-proposal.html,2026-05-02
越谷市,越谷市感染症管理システム導入・運用業務委託に係る公募型プロポーザル参加事業者を募集します,https://www.city.koshigaya.saitama.jp/kurashi_shisei/fukushi/hokenjo/kansensho/kansen_system.html,2026-05-02
越谷市,第6次越谷市障がい者計画策定業務委託プロポーザルについて,https://www.city.koshigaya.saitama.jp/kurashi_shisei/jigyosha/koukokubosyuu/oshirase/dairokujisyougaisyakeikakupuropo-zaru.html,2026-05-02
越谷市,地域企業プロモーション事業委託に係る公募型プロポーザル参加事業者を募集します（終了しました）,https://www.city.koshigaya.saitama.jp/kurashi_shisei/jigyosha/koukokubosyuu/tiiki_promotion.html,2026-05-02
越谷市,プロポーザル情報,https://www.city.koshigaya.saitama.jp/kurashi_shisei/jigyosha/nyusatukeiyaku/proposal/index.html,2026-05-02
所沢市,所沢市シティプロモーション推進事業業務委託に係る公募型プロポーザルを実施します,https://www.city.tokorozawa.saitama.jp/shiseijoho/jigyo/news/citypro.html,2026-05-02
所沢市,所沢市中核市移行啓発冊子・動画制作業務委託公募型プロポーザル,https://www.city.tokorozawa.saitama.jp/shiseijoho/chukakushi/mangatouitakuproposal.html,2026-05-02
所沢市,所沢市保健所設置基本計画策定支援業務委託に係る公募型プロポーザルについて,https://www.city.tokorozawa.saitama.jp/shiseijoho/chukakushi/hokenjoseibi/hokenjokeikakupropo.html,2026-05-02
所沢市,学校給食センター再整備アドバイザリー業務委託に係る公募型プロポーザルの結果を公表します,https://www.city.tokorozawa.saitama.jp/kosodatekyouiku/kodomo/gakkyokyushoku/adobaizari20200511.html,2026-05-02
